Event Name,Date,Venue,Address,Latitude,Longitude,Segment,Genre,SubGenre
Legends of Horror,2025-10-09,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-09,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-09,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-09,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-09,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-09,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-09,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Ice Cube: Truth to Power - Four Decades of Attitude,2025-10-09,Scotiabank Arena,"50 Bay Street, Suite 500",43.64392540,-79.37832340,Music,Hip-Hop/Rap,French Rap
MJ (Touring),2025-10-09,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Orwell: 2 + 2 = 5,2025-10-09,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Predators,2025-10-09,TIFF Lightbox Cinema 3,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Jeremy Zucker - Garden State Tour,2025-10-09,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
Orwell: 2 + 2 = 5,2025-10-09,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Kantara: A Legend - Chapter 1 (Kannada w/ e.s.t.),2025-10-09,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Rogers Centre Tour,2025-10-09,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
The Top of His Head,2025-10-09,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
"Strife, Integrity, Madball, Combust",2025-10-09,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Alternative,Alternative Rock
Thursday - Darcel Wright Memorial Classic Day Pass,2025-10-09,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Basketball,N/A
Tournament Pass - Darcel Wright Memorial Classic,2025-10-09,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Basketball,N/A
TWRP - The Longest Weekend 2025 Tour,2025-10-10,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Rock,Pop
Aminé - Tour de Dance 2025 with Sango,2025-10-10,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Hip-Hop/Rap,French Rap
quinnie - The Paper Doll Tour,2025-10-10,Velvet Underground,508 Queen St. W.,43.64771720,-79.40148220,Music,Pop,Pop
Dublon,2025-10-10,Longboat Hall,1087 Queen Street West (Basement Of Great Hall),43.64335000,-79.42202000,Music,Dance/Electronic,Witchstep
BETWEEN FRIENDS - WOW! TOUR,2025-10-10,The Mod Club (formerly known as The Axis Club),722 College St.,43.65516550,-79.41906360,Music,Rock,Pop
Dan Mangan - Natural Light Tour,2025-10-10,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Rock,Pop
AR Rahman: Up Close and Personal,2025-10-10,The Theatre at Great Canadian Casino Resort Toronto,1133 Queens Plate Dr,43.71252500,-79.60204200,Music,World,World
Muslim International Film Festival - 2025,2025-10-10,Meridian Arts Centre: Lyric Theatre,5040 Yonge Street,43.76603100,-79.41437500,Arts & Theatre,Cultural,Cultural
Legends of Horror,2025-10-10,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-10,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-10,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-10,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-10,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-10,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-10,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
The Thorn,2025-10-10,Meridian Hall,1 Front Street East,43.64681820,-79.37666570,Arts & Theatre,Performance Art,Performance Art
MJ (Touring),2025-10-10,Ed Mirvish Theatre,244 Victoria Street,0,0,Arts & Theatre,Theatre,Musical
Toronto Raptors vs Boston Celtics,2025-10-10,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
A House of Dynamite,2025-10-10,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
A House of Dynamite,2025-10-10,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
A House of Dynamite,2025-10-10,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Amine,2025-10-10,History,1663 Queen St. East,43.6668414699999988,-79.3135114900000095,N/A,N/A,N/A
Toronto Raptors vs Boston Celtics,2025-10-10,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
A House of Dynamite,2025-10-10,TIFF Lightbox Cinema 2,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
Rogers Centre Tour,2025-10-10,Rogers Centre,1 Blue Jays Way,43.641641999999994,-79.390043,N/A,N/A,N/A
Toronto Raptors vs Boston Celtics,2025-10-10,Scotiabank Arena,40 Bay Street,43.644056,-79.378859,N/A,N/A,N/A
Valerie and Her Week of Wonders,2025-10-10,TIFF Lightbox Cinema 4,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
A House of Dynamite,2025-10-10,TIFF Lightbox Cinema 1,350 King Street West,43.646688,-79.3904299999999881,N/A,N/A,N/A
MAD PROFESSOR - 'No Protection' Remix Album's 30th Anniversary w/ Odario,2025-10-10,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Reggae,Dub
Swimming Paul,2025-10-10,CODA,794 Bathurst Street,43.665374,-79.411540,Music,Dance/Electronic,Dance/Electronic
"Pure Bliss w/ Die Alone, Just Right, Slewfoot & Heat",2025-10-10,Hard Luck Bar,772a Dundas Street West,43.652150,-79.407552,Music,Alternative,Alternative
TMU Bold vs Western (Men's Hockey),2025-10-10,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Hockey,N/A
TWINSICK,2025-10-10,DPRTMNT,473 Adelaide St W,43.646470,-79.396890,Music,Dance/Electronic,N/A
Township Rebellion at Secret Location TBA,2025-10-10,Venue TBA (Toronto),Announcement of venue made closer to event date,43.651890,-79.381706,Music,Dance/Electronic,Techno
Sabio w/ Lulu Lamontagne & Chaos Euphonic,2025-10-10,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.4074860,Music,Alternative,Alternative
Mira,2025-10-10,Ozmozis,10 Wellspring Lane,43.664765,-79.381871,Music,Dance/Electronic,House
Friday - Darcel Wright Memorial Classic Day Pass,2025-10-10,Mattamy Athletic Centre,50 Carlton Street,43.662302,-79.379993,Sports,Basketball,N/A
Dr Feelgood - Motley Crue Tribute,2025-10-10,The Rockpile Bar & Nightclub,5555A Dundas St. West,43.629420,-79.548931,Music,Metal,Metal
Emo Night Toronto w/ DJ Liam Cormier - Oct 10 2025,2025-10-10,Sneaky Dee's Concert Venue,"431 College Street, 2nd Floor",43.656413,-79.4074860,Music,Rock,Emo
GORGON CITY,2025-10-10,REBEL,11 Polson Street,43.640897,-79.354593,Music,Dance/Electronic,House
Jeff Tweedy,2025-10-10,The Concert Hall,The Masonic Temple,43.673080,-79.388420,Music,Rock,Pop
NorthSideBenji - Presented By F7 Live & Nightshift Entertainment,2025-10-10,Lee's Palace,529 Bloor Street West,43.665249,-79.409447,Music,Hip-Hop/Rap,Hip-Hop/Rap
Grandaddy - 25th Anniversary of Sophtware Slump,2025-10-11,The Danforth Music Hall,147 Danforth Ave.,43.67644920,-79.35710140,Music,Rock,Alternative Rock
Ryan Harris,2025-10-11,Velvet Underground,508 Queen St. W.,43.64771720,-79.40148220,Music,Folk,Indie Folk
Acid Bath with Voivod,2025-10-11,REBEL,11 Polson St.,43.64155480,-79.35402460,Music,Metal,Nu-Metal
Aminé - Tour de Dance 2025 with Sango,2025-10-11,History,1663 Queen St. East,43.66684147,-79.31351149,Music,Hip-Hop/Rap,French Rap
Geese - The Getting Killed Tour,2025-10-11,The Opera House,735 Queen St. E.,43.65900020,-79.34877430,Music,Rock,Alternative Rock
Beethoven's Fifth,2025-10-11,Meridian Arts Centre: George Weston,5040 Yonge Street,43.76613790,-79.41425050,Arts & Theatre,Classical,Symphonic
Legends of Horror,2025-10-11,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-11,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-11,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-11,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-11,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-11,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror,2025-10-11,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
Legends of Horror - Family Hours,2025-10-11,Casa Loma,1 Austin Terrace,43.67813770,-79.40961500,Arts & Theatre,Miscellaneous Theatre,Miscellaneous Theatre
